word,ratio,cantidadLetras,gotAccent,gotCedilla,doubleVocal,enCC,enVocalTrigraph,enGraphs,enEnding,y
turó,0.25,4,1,0,0,0,0,0,0,1
fet,0.3333,3,0,0,0,0,0,0,0,1
age,0.6667,3,0,0,0,0,0,0,0,0
probable,0.375,8,0,0,0,0,0,0,0,1
broad,0.4,5,0,0,0,0,0,0,0,0
substància,0.3,10,1,0,0,0,0,0,0,1
story,0.2,5,0,0,0,0,0,0,0,0
left,0.25,4,0,0,0,0,0,0,0,0
thing,0.2,5,0,0,0,1,0,0,1,0
and,0.3333,3,0,0,0,0,0,0,0,0
enemic,0.5,6,0,0,0,0,0,0,0,1
name,0.5,4,0,0,0,0,0,0,0,0
add,0.3333,3,0,0,0,1,0,0,0,0
of,0.5,2,0,0,0,0,0,0,0,0
spoke,0.4,5,0,0,0,0,0,0,0,0
silver,0.3333,6,0,0,0,0,0,0,0,0
sing,0.25,4,0,0,0,0,0,0,1,0
live,0.5,4,0,0,0,0,0,0,0,0
riure,0.6,5,0,0,0,0,0,0,0,1
happy,0.2,5,0,0,0,1,0,0,0,0
card,0.25,4,0,0,0,0,0,0,0,0
exercici,0.5,8,0,0,0,0,0,0,0,1
mesurar,0.4286,7,0,0,0,0,0,0,0,1
loud,0.5,4,0,0,0,0,0,0,0,0
farm,0.25,4,0,0,0,0,0,0,0,0
destacat,0.375,8,0,0,0,0,0,0,0,1
dir,0.3333,3,0,0,0,0,0,0,0,1
fet,0.3333,3,0,0,0,0,0,0,0,1
calenta,0.4286,7,0,0,0,0,0,0,0,1
represent,0.3333,9,0,0,0,0,0,0,0,0
pell,0.25,4,0,0,0,0,0,0,0,1
veure,0.6,5,0,0,0,0,0,0,0,1
ràpid,0.2,5,1,0,0,0,0,0,0,1
if,0.5,2,0,0,0,0,0,0,0,0
sign,0.25,4,0,0,0,0,0,0,0,0
regió,0.4,5,1,0,0,0,0,0,0,1
màquina,0.4286,7,1,0,0,0,0,0,0,1
sight,0.2,5,0,0,0,1,0,1,0,0
país,0.25,4,1,0,0,0,0,0,0,1
yard,0.25,4,0,0,0,0,0,0,0,0
open,0.5,4,0,0,0,0,0,0,0,0
two,0.3333,3,0,0,0,1,0,0,0,0
estació,0.4286,7,1,0,0,0,0,0,0,1
supply,0.1667,6,0,0,0,1,0,0,0,0
they,0.25,4,0,0,0,1,0,0,0,0
world,0.2,5,0,0,0,0,0,0,0,0
oferta,0.5,6,0,0,0,0,0,0,0,1
science,0.4286,7,0,0,0,0,0,0,0,0
gos,0.3333,3,0,0,0,0,0,0,0,1
sugar,0.4,5,0,0,0,0,0,0,0,0
free,0.5,4,0,0,1,0,0,0,0,0
fina,0.5,4,0,0,0,0,0,0,0,1
lady,0.25,4,0,0,0,0,0,0,0,0
pitch,0.2,5,0,0,0,1,0,0,0,1
state,0.4,5,0,0,0,0,0,0,1,0
degree,0.5,6,0,0,1,0,0,0,0,0
pose,0.5,4,0,0,0,0,0,0,0,0
eren,0.5,4,0,0,0,0,0,0,0,1
cellular,0.375,8,0,0,0,0,0,0,0,1
mai,0.6667,3,0,0,0,0,0,0,0,1
color,0.4,5,0,0,0,0,0,0,0,1
held,0.25,4,0,0,0,0,0,0,0,0
menys,0.2,5,0,0,0,0,0,0,0,1
difficult,0.3333,9,0,0,0,1,0,0,0,0
reals,0.4,5,0,0,0,0,0,0,0,1
dress,0.2,5,0,0,0,0,0,0,0,0
ocupat,0.5,6,0,0,0,0,0,0,0,1
ever,0.5,4,0,0,0,0,0,0,0,0
block,0.2,5,0,0,0,1,0,0,0,0
poor,0.5,4,0,0,1,0,0,1,0,0
vall,0.25,4,0,0,0,0,0,0,0,1
rise,0.5,4,0,0,0,0,0,0,1,0
colour,0.5,6,0,0,0,0,0,1,0,0
desert,0.3333,6,0,0,0,0,0,0,0,1
completa,0.375,8,0,0,0,0,0,0,0,1
trobat,0.3333,6,0,0,0,0,0,0,0,1
llit,0.25,4,0,0,0,0,0,0,0,1
gas,0.3333,3,0,0,0,0,0,0,0,1
mai,0.6667,3,0,0,0,0,0,0,0,1
propagació,0.4,10,1,0,0,0,0,0,0,1
sentence,0.375,8,0,0,0,0,0,0,0,0
partit,0.3333,6,0,0,0,0,0,0,0,1
música,0.3333,6,1,0,0,0,0,0,0,1
element,0.4286,7,0,0,0,0,0,0,0,1
so,0.5,2,0,0,0,0,0,0,0,1
sabia,0.6,5,0,0,0,0,0,0,0,1
germana,0.4286,7,0,0,0,0,0,0,0,1
dibuixar,0.5,8,0,0,0,0,0,0,0,1
estudiant,0.4444,9,0,0,0,0,0,0,0,1
new,0.3333,3,0,0,0,0,0,0,0,0
how,0.3333,3,0,0,0,0,0,0,0,0
clar,0.25,4,0,0,0,0,0,0,0,1
àmplia,0.3333,6,1,0,0,0,0,0,0,1
women,0.4,5,0,0,0,0,0,0,0,0
language,0.5,8,0,0,0,0,0,0,0,0
cloud,0.4,5,0,0,0,0,0,0,0,0
arm,0.3333,3,0,0,0,0,0,0,0,0
leave,0.6,5,0,0,0,0,0,0,0,0
light,0.2,5,0,0,0,1,0,1,0,0
on,0.5,2,0,0,0,0,0,0,0,0
última,0.3333,6,1,0,0,0,0,0,0,1
crit,0.25,4,0,0,0,0,0,0,0,1
require,0.5714,7,0,0,0,0,0,0,0,0
chick,0.2,5,0,0,0,1,0,0,0,1
eina,0.75,4,0,0,0,0,0,0,0,1
caure,0.6,5,0,0,0,0,0,0,0,1
empènyer,0.25,8,1,0,0,0,0,0,0,1
pull,0.25,4,0,0,0,0,0,0,0,0
ship,0.25,4,0,0,0,1,0,0,1,0
plec,0.25,4,0,0,0,0,0,0,0,1
seleccioneu,0.5455,11,0,0,0,0,0,0,0,1
seva,0.5,4,0,0,0,0,0,0,0,1
segment,0.2857,7,0,0,0,0,0,0,0,0
floor,0.4,5,0,0,1,0,0,1,0,0
course,0.5,6,0,0,0,0,0,1,0,0
last,0.25,4,0,0,0,0,0,0,1,0
vestit,0.3333,6,0,0,0,0,0,0,0,1
catch,0.2,5,0,0,0,1,0,0,0,0
idioma,0.6667,6,0,0,0,0,0,0,0,1
matter,0.3333,6,0,0,0,1,0,0,0,0
wide,0.5,4,0,0,0,0,0,0,1,0
fact,0.25,4,0,0,0,0,0,0,0,0
she,0.3333,3,0,0,0,1,0,0,0,0
següent,0.2857,7,0,0,0,0,0,0,0,1
aire,0.75,4,0,0,0,0,0,0,0,1
com,0.3333,3,0,0,0,0,0,0,0,1
pair,0.5,4,0,0,0,0,0,1,0,0
call,0.25,4,0,0,0,0,0,0,0,0
mountain,0.5,8,0,0,0,0,0,0,0,0
clean,0.4,5,0,0,0,0,0,0,0,0
junts,0.2,5,0,0,0,0,0,0,0,1
inferior,0.5,8,0,0,0,0,0,0,0,1
té,0.0,2,1,0,0,0,0,0,0,1
hunt,0.25,4,0,0,0,0,0,0,0,0
print,0.2,5,0,0,0,0,0,0,0,0
decidir,0.4286,7,0,0,0,0,0,0,0,1
help,0.25,4,0,0,0,0,0,0,0,0
contain,0.4286,7,0,0,0,0,0,0,0,0
oh,0.5,2,0,0,0,0,0,0,0,0
show,0.25,4,0,0,0,1,0,0,0,0
com,0.3333,3,0,0,0,0,0,0,0,1
esperar,0.4286,7,0,0,0,0,0,0,0,1
adequada,0.625,8,0,0,0,0,0,0,0,1
sent,0.25,4,0,0,0,0,0,0,0,0
experiència,0.4545,11,1,0,0,0,0,0,0,1
nedar,0.4,5,0,0,0,0,0,0,0,1
suau,0.75,4,0,0,0,0,0,0,0,1
subministrament,0.3333,15,0,0,0,0,0,0,0,1
where,0.4,5,0,0,0,1,0,0,0,0
night,0.2,5,0,0,0,1,0,1,0,0
search,0.3333,6,0,0,0,1,0,1,0,0
parlar,0.3333,6,0,0,0,0,0,0,0,1
art,0.3333,3,0,0,0,0,0,0,0,1
get,0.3333,3,0,0,0,0,0,0,0,0
paper,0.4,5,0,0,0,0,0,0,0,0
circle,0.3333,6,0,0,0,0,0,0,0,0
acord,0.4,5,0,0,0,0,0,0,0,1
llibre,0.3333,6,0,0,0,0,0,0,0,1
oxygen,0.3333,6,0,0,0,0,0,0,0,0
ella,0.5,4,0,0,0,0,0,0,0,1
took,0.5,4,0,0,1,0,0,0,0,0
wave,0.5,4,0,0,0,0,0,0,0,0
motion,0.5,6,0,0,0,0,0,0,0,0
duck,0.25,4,0,0,0,1,0,0,0,0
dictionary,0.4,10,0,0,0,0,0,0,0,0
zona,0.5,4,0,0,0,0,0,0,0,1
ampli,0.4,5,0,0,0,0,0,0,0,1
cuiner,0.5,6,0,0,0,0,0,0,0,1
practice,0.375,8,0,0,0,0,0,0,0,0
alegria,0.5714,7,0,0,0,0,0,0,0,1
iron,0.5,4,0,0,0,0,0,0,0,0
enorme,0.5,6,0,0,0,0,0,0,0,1
comprat,0.2857,7,0,0,0,0,0,0,0,1
five,0.5,4,0,0,0,0,0,0,0,0
force,0.4,5,0,0,0,0,0,0,0,0
mantenir,0.375,8,0,0,0,0,0,0,0,1
student,0.2857,7,0,0,0,0,0,0,0,0
each,0.5,4,0,0,0,1,0,0,0,0
cada,0.5,4,0,0,0,0,0,0,0,1
és,0.0,2,1,0,0,0,0,0,0,1
ocupat,0.5,6,0,0,0,0,0,0,0,1
unitat,0.5,6,0,0,0,0,0,0,0,1
pot,0.3333,3,0,0,0,0,0,0,0,1
lot,0.3333,3,0,0,0,0,0,0,0,0
setmana,0.4286,7,0,0,0,0,0,0,0,1
quart,0.4,5,0,0,0,0,0,0,0,1
prova,0.4,5,0,0,0,0,0,0,0,1
weather,0.4286,7,0,0,0,1,0,0,0,0
bad,0.3333,3,0,0,0,0,0,0,0,0
velocitat,0.4444,9,0,0,0,0,0,0,0,1
baby,0.25,4,0,0,0,0,0,0,0,0
forma,0.4,5,0,0,0,0,0,0,0,1
forma,0.4,5,0,0,0,0,0,0,0,1
early,0.4,5,0,0,0,0,0,1,0,0
gone,0.5,4,0,0,0,0,0,0,0,0
been,0.5,4,0,0,1,0,0,0,0,0
indicar,0.4286,7,0,0,0,0,0,0,0,1
seva,0.5,4,0,0,0,0,0,0,0,1
ha,0.5,2,0,0,0,0,0,0,0,1
allow,0.4,5,0,0,0,0,0,0,0,0
child,0.2,5,0,0,0,1,0,0,0,0
govern,0.3333,6,0,0,0,0,0,0,0,0
pick,0.25,4,0,0,0,1,0,0,0,0
suport,0.3333,6,0,0,0,0,0,0,0,1
except,0.3333,6,0,0,0,0,0,0,0,0
si,0.5,2,0,0,0,0,0,0,0,1
verd,0.25,4,0,0,0,0,0,0,0,1
vora,0.5,4,0,0,0,0,0,0,0,1
primer,0.3333,6,0,0,0,0,0,0,0,1
scale,0.4,5,0,0,0,0,0,0,0,0
centre,0.3333,6,0,0,0,0,0,0,0,1
síl·laba,0.25,8,1,0,0,0,0,0,0,1
letter,0.3333,6,0,0,0,1,0,0,0,0
diversió,0.375,8,1,0,0,0,0,0,0,1
frase,0.4,5,0,0,0,0,0,0,0,1
play,0.25,4,0,0,0,0,0,0,0,0
body,0.25,4,0,0,0,0,0,0,0,0
nou,0.6667,3,0,0,0,0,0,0,0,1
imant,0.4,5,0,0,0,0,0,0,0,1
habitual,0.5,8,0,0,0,0,0,0,0,1
principal,0.3333,9,0,0,0,0,0,0,0,1
esdeveniment,0.4167,12,0,0,0,0,0,0,0,1
major,0.4,5,0,0,0,0,0,0,0,0
wire,0.5,4,0,0,0,0,0,0,0,0
esquena,0.5714,7,0,0,0,1,0,0,0,1
només,0.2,5,1,0,0,0,0,0,0,1
joy,0.3333,3,0,0,0,0,0,0,0,0
speed,0.4,5,0,0,1,0,0,0,1,0
cotxe,0.4,5,0,0,0,0,0,0,0,1
efecte,0.5,6,0,0,0,0,0,0,0,1
wood,0.5,4,0,0,1,0,0,0,0,0
ocell,0.4,5,0,0,0,0,0,0,0,1
fine,0.5,4,0,0,0,0,0,0,0,0
either,0.5,6,0,0,0,1,0,0,0,0
dents,0.2,5,0,0,0,0,0,0,0,1
follow,0.3333,6,0,0,0,0,0,0,0,0
diccionari,0.5,10,0,0,0,0,0,0,0,1
produce,0.4286,7,0,0,0,0,0,0,0,0
put,0.3333,3,0,0,0,0,0,0,0,0
speech,0.3333,6,0,0,1,1,0,0,0,0
sand,0.25,4,0,0,0,0,0,0,0,0
espai,0.6,5,0,0,0,0,0,0,0,1
cama,0.5,4,0,0,0,0,0,0,0,1
trobar,0.3333,6,0,0,0,0,0,0,0,1
nació,0.4,5,1,0,0,0,0,0,0,1
poble,0.4,5,0,0,0,0,0,0,0,1
high,0.25,4,0,0,0,1,0,1,0,0
cotó,0.25,4,1,0,0,0,0,0,0,1
desert,0.3333,6,0,0,0,0,0,0,0,0
four,0.5,4,0,0,0,0,0,1,0,0
select,0.3333,6,0,0,0,0,0,0,0,0
ara,0.6667,3,0,0,0,0,0,0,0,1
forest,0.3333,6,0,0,0,0,0,1,1,0
cell,0.25,4,0,0,0,0,0,0,0,0
empresa,0.4286,7,0,0,0,0,0,0,0,1
fila,0.5,4,0,0,0,0,0,0,0,1
ascensor,0.375,8,0,0,0,0,0,0,0,1
far,0.3333,3,0,0,0,0,0,0,0,0
haurà,0.4,5,1,0,0,0,0,0,0,1
power,0.4,5,0,0,0,0,0,0,0,0
cover,0.4,5,0,0,0,0,0,0,0,0
strange,0.2857,7,0,0,0,0,0,0,0,0
notice,0.5,6,0,0,0,0,0,0,0,0
life,0.5,4,0,0,0,0,0,0,0,0
colpejar,0.375,8,0,0,0,0,0,0,0,1
idea,0.75,4,0,0,0,0,0,0,0,0
prove,0.4,5,0,0,0,0,0,0,0,0
number,0.3333,6,0,0,0,0,0,0,0,0
meet,0.5,4,0,0,1,0,0,0,0,0
close,0.4,5,0,0,0,0,0,0,0,0
parlar,0.3333,6,0,0,0,0,0,0,0,1
casa,0.5,4,0,0,0,0,0,0,0,1
humà,0.25,4,1,0,0,0,0,0,0,1
servir,0.3333,6,0,0,0,0,0,0,0,1
ferro,0.4,5,0,0,0,0,0,0,0,1
pagar,0.4,5,0,0,0,0,0,0,0,1
pràctica,0.25,8,1,0,0,0,0,0,0,1
only,0.25,4,0,0,0,0,0,0,0,0
potser,0.3333,6,0,0,0,0,0,0,0,1
segueixi,0.625,8,0,0,0,0,0,0,0,1
símbol,0.1667,6,1,0,0,0,0,0,0,1
material,0.5,8,0,0,0,0,0,0,0,0
consider,0.375,8,0,0,0,0,0,0,0,0
tarda,0.4,5,0,0,0,0,0,0,0,1
decide,0.5,6,0,0,0,0,0,0,1,0
crit,0.25,4,0,0,0,0,0,0,0,1
multiplicar,0.3636,11,0,0,0,0,0,0,0,1
ear,0.6667,3,0,0,0,0,0,0,0,0
may,0.3333,3,0,0,0,0,0,0,0,0
bellesa,0.4286,7,0,0,0,0,0,0,0,1
famous,0.5,6,0,0,0,0,0,0,0,0
thousand,0.375,8,0,0,0,1,0,0,0,0
milions,0.4286,7,0,0,0,0,0,0,0,1
ride,0.5,4,0,0,0,0,0,0,1,0
aconseguir,0.5,10,0,0,0,0,0,0,0,1
nor,0.3333,3,0,0,0,0,0,0,0,0
lake,0.5,4,0,0,0,0,0,0,0,0
always,0.3333,6,0,0,0,0,0,0,0,0
enviat,0.5,6,0,0,0,0,0,0,0,1
veu,0.6667,3,0,0,0,0,0,0,0,1
plata,0.4,5,0,0,0,0,0,0,0,1
art,0.3333,3,0,0,0,0,0,0,0,0
take,0.5,4,0,0,0,0,0,0,0,0
tipus,0.4,5,0,0,0,0,0,0,0,1
tire,0.5,4,0,0,0,0,0,0,0,0
temperatura,0.4545,11,0,0,0,0,0,0,0,1
ho,0.5,2,0,0,0,0,0,0,0,1
our,0.6667,3,0,0,0,0,0,1,0,0
peu,0.6667,3,0,0,0,0,0,0,0,1
problema,0.375,8,0,0,0,0,0,0,0,1
market,0.3333,6,0,0,0,0,0,0,0,0
sun,0.3333,3,0,0,0,0,0,0,0,0
which,0.2,5,0,0,0,1,0,0,0,0
field,0.4,5,0,0,0,0,0,0,0,0
north,0.2,5,0,0,0,1,0,0,0,0
guess,0.4,5,0,0,0,0,0,0,0,0
large,0.4,5,0,0,0,0,0,0,0,0
divisió,0.4286,7,1,0,0,0,0,0,0,1
try,0.0,3,0,0,0,0,0,0,0,0
banc,0.25,4,0,0,0,0,0,0,0,1
soroll,0.3333,6,0,0,0,0,0,0,0,1
drive,0.4,5,0,0,0,0,0,0,0,0
plantejar,0.3333,9,0,0,0,0,0,0,0,1
doctor,0.3333,6,0,0,0,0,0,0,0,0
rub,0.3333,3,0,0,0,0,0,0,0,1
post,0.25,4,0,0,0,0,0,0,1,0
least,0.4,5,0,0,0,0,0,0,1,0
vaca,0.5,4,0,0,0,0,0,0,0,1
natural,0.4286,7,0,0,0,0,0,0,0,0
sense,0.4,5,0,0,0,0,0,0,0,0
sentit,0.3333,6,0,0,0,0,0,0,0,1
somni,0.4,5,0,0,0,0,0,0,0,1
venir,0.4,5,0,0,0,0,0,0,0,1
substantiu,0.4,10,0,0,0,0,0,0,0,1
stop,0.25,4,0,0,0,0,0,0,0,0
brown,0.2,5,0,0,0,0,0,0,0,1
metal,0.4,5,0,0,0,0,0,0,0,0
passeig,0.4286,7,0,0,0,0,0,0,0,1
